car_name,car_link,brand_name,status,brand_link,tag_price,transaction_price,car_detail_name_name,oem_name_final
新途EV80,https://www.autohome.com.cn/5494/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,17.33-130.00万元,17.33-130.00万,新途EV80,上汽大通
新途EV90,https://www.autohome.com.cn/5882/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,24.90-35.90万元,24.90-35.90万,新途EV90,上汽大通
新途V70,https://www.autohome.com.cn/7191/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,13.68-19.96万元,12.58-18.86万,新途V70,上汽大通
新途V80,https://www.autohome.com.cn/2608/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,10.08-23.96万元,10.08-22.76万,新途V80,上汽大通
新途V90,https://www.autohome.com.cn/5192/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,14.88-25.86万元,13.78-24.76万,新途V90,上汽大通
大通T90EV,https://www.autohome.com.cn/6092/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,29.98万元,N/A,大通T90EV,上汽大通
上汽大通MAXUS T70新能源,https://www.autohome.com.cn/5992/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,29.98万元,N/A,上汽大通MAXUS T70新能源,上汽大通
探索家星际H,https://www.autohome.com.cn/7636/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,39.88-41.88万元,38.88-40.88万,探索家星际H,上汽大通
星际,https://www.autohome.com.cn/7312/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,9.28-20.48万元,8.88-20.08万,星际,上汽大通
星际EV,https://www.autohome.com.cn/7315/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,26.98-31.18万元,26.58-30.78万,星际EV,上汽大通
星际牛魔王,https://www.autohome.com.cn/7605/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,26.68万元,25.68万起,星际牛魔王,上汽大通
大通T70,https://www.autohome.com.cn/5258/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,12.58-14.98万元,N/A,大通T70,上汽大通
大通GST纯电皮卡,https://www.autohome.com.cn/7228/#pvareaid=6834145,上汽大通MAXUS(2147),即将销售,https://car.autohome.com.cn/price/brand-155-0-2-1.html,暂无,N/A,大通GST纯电皮卡,上汽大通
星际X,https://www.autohome.com.cn/7808/#pvareaid=6834145,上汽大通MAXUS(2147),即将销售,https://car.autohome.com.cn/price/brand-155-0-2-1.html,暂无,N/A,星际X,上汽大通
星际X新能源,https://www.autohome.com.cn/7809/#pvareaid=6834145,上汽大通MAXUS(2147),即将销售,https://car.autohome.com.cn/price/brand-155-0-2-1.html,暂无,N/A,星际X新能源,上汽大通
深蓝SL03,https://www.autohome.com.cn/6353/#pvareaid=6834145,深蓝汽车(51),停售,https://car.autohome.com.cn/price/brand-530-0-3-1.html,13.99-20.99万元,12.49-19.49万,深蓝SL03,深蓝汽车
深蓝S07,https://www.autohome.com.cn/6817/#pvareaid=6834145,深蓝汽车(51),停售,https://car.autohome.com.cn/price/brand-530-0-3-1.html,14.99-21.29万元,13.99-20.29万,深蓝S07,深蓝汽车
深蓝G318,https://www.autohome.com.cn/7569/#pvareaid=6834145,深蓝汽车(51),在售,https://car.autohome.com.cn/price/brand-530.html,17.59-31.80万元,17.59-31.80万,深蓝G318,深蓝汽车
深蓝L07,https://www.autohome.com.cn/7738/#pvareaid=6834145,深蓝汽车(51),即将销售,https://car.autohome.com.cn/price/brand-530-0-2-1.html,暂无,N/A,深蓝L07,深蓝汽车
深蓝S05,https://www.autohome.com.cn/7740/#pvareaid=6834145,深蓝汽车(51),即将销售,https://car.autohome.com.cn/price/brand-530-0-2-1.html,暂无,N/A,深蓝S05,深蓝汽车
花仙子,https://www.autohome.com.cn/5973/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,5.99-7.49万元,N/A,花仙子,江汽集团
思皓A5,https://www.autohome.com.cn/5914/#pvareaid=6834145,思皓(185),在售,https://car.autohome.com.cn/price/brand-330.html,7.88-14.58万元,N/A,思皓A5,江汽集团
思皓E50A,https://www.autohome.com.cn/5833/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,15.29-18.98万元,N/A,思皓E50A,江汽集团
思皓曜,https://www.autohome.com.cn/6319/#pvareaid=6834145,思皓(185),在售,https://car.autohome.com.cn/price/brand-330.html,9.88-19.68万元,N/A,思皓曜,江汽集团
思皓E40X,https://www.autohome.com.cn/5832/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,16.08-17.08万元,N/A,思皓E40X,江汽集团
思皓X4,https://www.autohome.com.cn/5983/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,8.98-11.88万元,N/A,思皓X4,江汽集团
思皓QX,https://www.autohome.com.cn/6006/#pvareaid=6834145,思皓(185),在售,https://car.autohome.com.cn/price/brand-330.html,10.19-19.69万元,N/A,思皓QX,江汽集团
思皓X6,https://www.autohome.com.cn/6389/#pvareaid=6834145,思皓(185),在售,https://car.autohome.com.cn/price/brand-330.html,7.99-11.89万元,N/A,思皓X6,江汽集团
思皓X7,https://www.autohome.com.cn/5984/#pvareaid=6834145,思皓(185),在售,https://car.autohome.com.cn/price/brand-330.html,13.48-17.98万元,N/A,思皓X7,江汽集团
思皓X8,https://www.autohome.com.cn/5641/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,8.88-17.28万元,N/A,思皓X8,江汽集团
思皓X8 PLUS,https://www.autohome.com.cn/6897/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,9.68-17.98万元,N/A,思皓X8 PLUS,江汽集团
思皓E20X,https://www.autohome.com.cn/4795/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,N/A,N/A,,N/A
思皓爱跑,https://www.autohome.com.cn/6683/#pvareaid=6834145,思皓(185),停售,https://car.autohome.com.cn/price/brand-330-0-3-1.html,N/A,N/A,,N/A
斯巴鲁WRX,https://www.autohome.com.cn/3263/#pvareaid=6834145,斯巴鲁(351),在售,https://car.autohome.com.cn/price/brand-65.html,36.98万元,36.98万起,斯巴鲁WRX,斯巴鲁
森林人,https://www.autohome.com.cn/285/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,22.38-29.92万元,16.88-29.92万,森林人,斯巴鲁
旭豹,https://www.autohome.com.cn/6933/#pvareaid=6834145,斯巴鲁(351),在售,https://car.autohome.com.cn/price/brand-65.html,19.98-23.08万元,19.43-22.53万,旭豹,斯巴鲁
傲虎,https://www.autohome.com.cn/286/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,29.98-33.08万元,29.23-32.33万,傲虎,斯巴鲁
斯巴鲁BRZ,https://www.autohome.com.cn/2557/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,29.98-30.98万元,29.98-30.98万,斯巴鲁BRZ,斯巴鲁
翼豹,https://www.autohome.com.cn/283/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,暂无,N/A,翼豹,斯巴鲁
力狮,https://www.autohome.com.cn/287/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,暂无,N/A,力狮,斯巴鲁
斯巴鲁XV,https://www.autohome.com.cn/2417/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,N/A,N/A,,N/A
驰鹏,https://www.autohome.com.cn/414/#pvareaid=6834145,斯巴鲁(351),停售,https://car.autohome.com.cn/price/brand-65-0-3-1.html,N/A,N/A,,N/A
明锐,https://www.autohome.com.cn/519/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,14.39-15.49万元,8.99-11.09万,明锐,上汽大众斯柯达
速派,https://www.autohome.com.cn/3171/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,17.49-19.49万元,10.89-12.89万,速派,上汽大众斯柯达
柯米克,https://www.autohome.com.cn/4690/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,9.99-11.99万元,7.98-9.98万,柯米克,上汽大众斯柯达
柯珞克,https://www.autohome.com.cn/4453/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,14.99-15.49万元,10.68-11.18万,柯珞克,上汽大众斯柯达
柯迪亚克,https://www.autohome.com.cn/4217/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,19.19-24.39万元,13.19-18.39万,柯迪亚克,上汽大众斯柯达
柯迪亚克GT,https://www.autohome.com.cn/4986/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,20.89-24.39万元,15.39-18.89万,柯迪亚克GT,上汽大众斯柯达
晶锐,https://www.autohome.com.cn/382/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
昕动,https://www.autohome.com.cn/3290/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
昕锐,https://www.autohome.com.cn/2962/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
昊锐,https://www.autohome.com.cn/772/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
Yeti,https://www.autohome.com.cn/3013/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
明锐(进口),https://www.autohome.com.cn/356/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,暂无,N/A,明锐(进口),斯柯达(进口)
速派(进口),https://www.autohome.com.cn/357/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,暂无,N/A,速派(进口),斯柯达(进口)
速尊,https://www.autohome.com.cn/3269/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
Yeti(进口),https://www.autohome.com.cn/858/#pvareaid=6834145,斯柯达(632),停售,https://car.autohome.com.cn/price/brand-67-0-3-1.html,N/A,N/A,,N/A
坦克300,https://www.autohome.com.cn/5810/#pvareaid=6834145,坦克(53),停售,https://car.autohome.com.cn/price/brand-458-0-3-1.html,19.98-33.00万元,19.98-33.00万,坦克300,长城汽车
坦克300新能源,https://www.autohome.com.cn/7210/#pvareaid=6834145,坦克(53),在售,https://car.autohome.com.cn/price/brand-458.html,26.98万元,N/A,坦克300新能源,长城汽车
坦克400新能源,https://www.autohome.com.cn/7213/#pvareaid=6834145,坦克(53),停售,https://car.autohome.com.cn/price/brand-458-0-3-1.html,28.58-28.98万元,28.58-28.98万,坦克400新能源,长城汽车
坦克500,https://www.autohome.com.cn/6284/#pvareaid=6834145,坦克(53),停售,https://car.autohome.com.cn/price/brand-458-0-3-1.html,33.50-39.50万元,33.50-39.50万,坦克500,长城汽车
坦克500新能源,https://www.autohome.com.cn/6653/#pvareaid=6834145,坦克(53),停售,https://car.autohome.com.cn/price/brand-458-0-3-1.html,33.50万元,33.50万起,坦克500新能源,长城汽车
坦克700新能源,https://www.autohome.com.cn/7504/#pvareaid=6834145,坦克(53),在售,https://car.autohome.com.cn/price/brand-458.html,42.80-70.00万元,42.80-70.00万,坦克700新能源,长城汽车
Model 3,https://www.autohome.com.cn/5346/#pvareaid=6834145,特斯拉(97),停售,https://car.autohome.com.cn/price/brand-133-0-3-1.html,23.19-33.59万元,23.19-33.59万,Model 3,特斯拉中国
Model Y,https://www.autohome.com.cn/5769/#pvareaid=6834145,特斯拉(97),停售,https://car.autohome.com.cn/price/brand-133-0-3-1.html,24.99-35.49万元,24.99-35.49万,Model Y,特斯拉中国
Model S,https://www.autohome.com.cn/2357/#pvareaid=6834145,特斯拉(97),停售,https://car.autohome.com.cn/price/brand-133-0-3-1.html,68.49-81.49万元,68.49-81.49万,Model S,特斯拉（进口）
Model X,https://www.autohome.com.cn/2664/#pvareaid=6834145,特斯拉(97),停售,https://car.autohome.com.cn/price/brand-133-0-3-1.html,72.49-82.49万元,72.49-82.49万,Model X,特斯拉（进口）
Roadster,https://www.autohome.com.cn/2356/#pvareaid=6834145,特斯拉(97),即将销售,https://car.autohome.com.cn/price/brand-133-0-2-1.html,暂无,N/A,Roadster,特斯拉（进口）
赛博越野旅行车,https://www.autohome.com.cn/5535/#pvareaid=6834145,特斯拉(97),即将销售,https://car.autohome.com.cn/price/brand-133-0-2-1.html,暂无,N/A,赛博越野旅行车,特斯拉（进口）
Model 3(进口),https://www.autohome.com.cn/4078/#pvareaid=6834145,特斯拉(97),停售,https://car.autohome.com.cn/price/brand-133-0-3-1.html,暂无,N/A,Model 3(进口),特斯拉（进口）
腾势N7,https://www.autohome.com.cn/6898/#pvareaid=6834145,腾势(48),停售,https://car.autohome.com.cn/price/brand-161-0-3-1.html,23.98-32.98万元,23.98-32.98万,腾势N7,腾势汽车
腾势N8,https://www.autohome.com.cn/7179/#pvareaid=6834145,腾势(48),在售,https://car.autohome.com.cn/price/brand-161.html,31.98-32.68万元,31.18-31.88万,腾势N8,腾势汽车
腾势D9,https://www.autohome.com.cn/6669/#pvareaid=6834145,腾势(48),停售,https://car.autohome.com.cn/price/brand-161-0-3-1.html,33.98-66.00万元,32.48-66.00万,腾势D9,腾势汽车
腾势Z9,https://www.autohome.com.cn/7659/#pvareaid=6834145,腾势(48),即将销售,https://car.autohome.com.cn/price/brand-161-0-2-1.html,暂无,N/A,腾势Z9,腾势汽车
腾势,https://www.autohome.com.cn/2805/#pvareaid=6834145,腾势(48),停售,https://car.autohome.com.cn/price/brand-161-0-3-1.html,N/A,N/A,,N/A
腾势X,https://www.autohome.com.cn/5323/#pvareaid=6834145,腾势(48),停售,https://car.autohome.com.cn/price/brand-161-0-3-1.html,N/A,N/A,,N/A
蔚来ET5,https://www.autohome.com.cn/6453/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,29.80-35.60万元,29.80-35.60万,蔚来ET5,蔚来
蔚来ET5T,https://www.autohome.com.cn/7306/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,29.80-35.60万元,29.80-35.60万,蔚来ET5T,蔚来
蔚来ET7,https://www.autohome.com.cn/5264/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,42.80-51.60万元,42.80-51.60万,蔚来ET7,蔚来
蔚来EC6,https://www.autohome.com.cn/5569/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,35.80-41.60万元,35.80-41.60万,蔚来EC6,蔚来
蔚来ES6,https://www.autohome.com.cn/4881/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,33.80-39.60万元,33.80-39.60万,蔚来ES6,蔚来
蔚来EC7,https://www.autohome.com.cn/6994/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,45.80-54.80万元,45.80-54.80万,蔚来EC7,蔚来
蔚来ES7,https://www.autohome.com.cn/6700/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,43.80-51.80万元,43.80-51.80万,蔚来ES7,蔚来
蔚来ES8,https://www.autohome.com.cn/4427/#pvareaid=6834145,蔚来(126),停售,https://car.autohome.com.cn/price/brand-284-0-3-1.html,49.80-59.80万元,49.80-59.80万,蔚来ES8,蔚来
蔚来ET9,https://www.autohome.com.cn/7546/#pvareaid=6834145,蔚来(126),即将销售,https://car.autohome.com.cn/price/brand-284-0-2-1.html,80.00万元,N/A,蔚来ET9,蔚来
魏牌 拿铁DHT-PHEV,https://www.autohome.com.cn/6381/#pvareaid=6834145,魏牌(97),即将销售,https://car.autohome.com.cn/price/brand-283-0-2-1.html,22.90-26.30万元,22.90-26.30万,魏牌 拿铁DHT-PHEV,长城汽车
魏牌 摩卡新能源,https://www.autohome.com.cn/6011/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,23.18-23.88万元,22.18-22.88万,魏牌 摩卡新能源,长城汽车
魏牌 蓝山,https://www.autohome.com.cn/6979/#pvareaid=6834145,魏牌(97),即将销售,https://car.autohome.com.cn/price/brand-283-0-2-1.html,27.38-30.88万元,27.38-30.88万,魏牌 蓝山,长城汽车
魏牌 高山,https://www.autohome.com.cn/7076/#pvareaid=6834145,魏牌(97),在售,https://car.autohome.com.cn/price/brand-283.html,33.58-40.58万元,30.58-38.58万,魏牌 高山,长城汽车
玛奇朵DHT,https://www.autohome.com.cn/6037/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
玛奇朵DHT-PHEV,https://www.autohome.com.cn/6219/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV5,https://www.autohome.com.cn/4253/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV6,https://www.autohome.com.cn/4631/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 拿铁DHT,https://www.autohome.com.cn/6138/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 P8,https://www.autohome.com.cn/4441/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV7,https://www.autohome.com.cn/4252/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV7 GT,https://www.autohome.com.cn/5415/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV7 GT新能源,https://www.autohome.com.cn/5416/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 VV7新能源,https://www.autohome.com.cn/5310/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
魏牌 摩卡,https://www.autohome.com.cn/6010/#pvareaid=6834145,魏牌(97),停售,https://car.autohome.com.cn/price/brand-283-0-3-1.html,N/A,N/A,,N/A
沃尔沃S60,https://www.autohome.com.cn/3158/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,30.69-38.49万元,19.90-26.81万,沃尔沃S60,沃尔沃亚太
沃尔沃S60新能源,https://www.autohome.com.cn/4335/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,39.99-46.19万元,33.39-38.29万,沃尔沃S60新能源,沃尔沃亚太
沃尔沃S90,https://www.autohome.com.cn/4206/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,40.69-50.59万元,29.85-36.30万,沃尔沃S90,沃尔沃亚太
沃尔沃S90新能源,https://www.autohome.com.cn/4864/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,49.99-61.39万元,37.99-46.89万,沃尔沃S90新能源,沃尔沃亚太
沃尔沃EX30,https://www.autohome.com.cn/7275/#pvareaid=6834145,沃尔沃(726),在售,https://car.autohome.com.cn/price/brand-70.html,20.08-25.58万元,20.08-25.58万,沃尔沃EX30,沃尔沃亚太
沃尔沃C40,https://www.autohome.com.cn/6049/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,29.20-34.20万元,27.20-32.20万,沃尔沃C40,沃尔沃亚太
沃尔沃XC40,https://www.autohome.com.cn/5198/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,26.98-35.48万元,18.50-26.50万,沃尔沃XC40,沃尔沃亚太
沃尔沃XC40新能源,https://www.autohome.com.cn/5904/#pvareaid=6834145,沃尔沃(726),停售,https://car.autohome.com.cn/price/brand-70-0-3-1.html,28.29-32.20万元,28.29-32.20万,沃尔沃XC40新能源,沃尔沃亚太
