car_name,car_link,brand_name,status,brand_link,tag_price,transaction_price,car_detail_name_name,oem_name_final
探索06,https://www.autohome.com.cn/6999/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,11.69-16.99万元,10.19-16.99万,探索06,奇瑞汽车
探索06 C-DM,https://www.autohome.com.cn/7680/#pvareaid=6834145,奇瑞(1236),在售,https://car.autohome.com.cn/price/brand-26.html,12.99-13.99万元,12.29-13.29万,探索06 C-DM,奇瑞汽车
风云T9,https://www.autohome.com.cn/7442/#pvareaid=6834145,奇瑞(1236),在售,https://car.autohome.com.cn/price/brand-26.html,12.99-16.99万元,12.99-16.99万,风云T9,奇瑞汽车
瑞虎8,https://www.autohome.com.cn/4693/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,9.78-16.19万元,7.78-16.19万,瑞虎8,奇瑞汽车
瑞虎8 PLUS,https://www.autohome.com.cn/5884/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,12.69-14.89万元,11.19-13.39万,瑞虎8 PLUS,奇瑞汽车
瑞虎8 PLUS鲲鹏e+,https://www.autohome.com.cn/6147/#pvareaid=6834145,奇瑞(1236),在售,https://car.autohome.com.cn/price/brand-26.html,15.58-17.18万元,15.58-17.18万,瑞虎8 PLUS鲲鹏e+,奇瑞汽车
瑞虎8 PRO,https://www.autohome.com.cn/6547/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,12.69-16.69万元,11.19-15.19万,瑞虎8 PRO,奇瑞汽车
瑞虎8 PRO新能源,https://www.autohome.com.cn/6707/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,13.79-15.99万元,12.49-14.69万,瑞虎8 PRO新能源,奇瑞汽车
瑞虎9,https://www.autohome.com.cn/7072/#pvareaid=6834145,奇瑞(1236),在售,https://car.autohome.com.cn/price/brand-26.html,15.29-20.99万元,13.79-19.49万,瑞虎9,奇瑞汽车
风云T10,https://www.autohome.com.cn/7633/#pvareaid=6834145,奇瑞(1236),在售,https://car.autohome.com.cn/price/brand-26.html,18.99-22.99万元,18.19-22.19万,风云T10,奇瑞汽车
欧萌达E5,https://www.autohome.com.cn/7232/#pvareaid=6834145,奇瑞(1236),即将销售,https://car.autohome.com.cn/price/brand-26-0-2-1.html,暂无,N/A,欧萌达E5,奇瑞汽车
瑞虎8 L,https://www.autohome.com.cn/7745/#pvareaid=6834145,奇瑞(1236),即将销售,https://car.autohome.com.cn/price/brand-26-0-2-1.html,14.77-17.99万元,14.77-17.99万,瑞虎8 L,奇瑞汽车
瑞虎9新能源,https://www.autohome.com.cn/7214/#pvareaid=6834145,奇瑞(1236),即将销售,https://car.autohome.com.cn/price/brand-26-0-2-1.html,暂无,N/A,瑞虎9新能源,奇瑞汽车
奇瑞QQ,https://www.autohome.com.cn/2989/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,N/A,N/A,,N/A
奇瑞QQ3,https://www.autohome.com.cn/87/#pvareaid=6834145,奇瑞(1236),停售,https://car.autohome.com.cn/price/brand-26-0-3-1.html,N/A,N/A,,N/A
QQ冰淇淋,https://www.autohome.com.cn/6309/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,2.99-5.69万元,N/A,QQ冰淇淋,奇瑞新能源
奇瑞无界Pro,https://www.autohome.com.cn/6703/#pvareaid=6834145,奇瑞新能源(209),在售,https://car.autohome.com.cn/price/brand-487.html,8.49-11.09万元,N/A,奇瑞无界Pro,奇瑞新能源
小蚂蚁,https://www.autohome.com.cn/4218/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,5.99-7.69万元,N/A,小蚂蚁,奇瑞新能源
艾瑞泽e,https://www.autohome.com.cn/5403/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,15.28-15.78万元,N/A,艾瑞泽e,奇瑞新能源
奇瑞舒享家,https://www.autohome.com.cn/7088/#pvareaid=6834145,奇瑞新能源(209),在售,https://car.autohome.com.cn/price/brand-487.html,12.99-17.59万元,N/A,奇瑞舒享家,奇瑞新能源
奇瑞iCAR GT,https://www.autohome.com.cn/7200/#pvareaid=6834145,奇瑞新能源(209),即将销售,https://car.autohome.com.cn/price/brand-487-0-2-1.html,暂无,N/A,奇瑞iCAR GT,奇瑞新能源
奇瑞eQ,https://www.autohome.com.cn/3648/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
奇瑞QQ3EV,https://www.autohome.com.cn/3920/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
艾瑞泽5e,https://www.autohome.com.cn/4262/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
瑞虎3xe,https://www.autohome.com.cn/4624/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
瑞虎e,https://www.autohome.com.cn/5096/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
大蚂蚁,https://www.autohome.com.cn/5588/#pvareaid=6834145,奇瑞新能源(209),停售,https://car.autohome.com.cn/price/brand-487-0-3-1.html,N/A,N/A,,N/A
启辰D60,https://www.autohome.com.cn/4490/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,8.88-9.98万元,N/A,启辰D60,东风日产
启辰D60EV,https://www.autohome.com.cn/5183/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,13.98-15.805万元,N/A,启辰D60EV,东风日产
启辰T60,https://www.autohome.com.cn/4887/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,8.68-11.28万元,N/A,启辰T60,东风日产
启辰T60EV,https://www.autohome.com.cn/5224/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,18.98万元,N/A,启辰T60EV,东风日产
启辰VX6,https://www.autohome.com.cn/7099/#pvareaid=6834145,启辰(293),在售,https://car.autohome.com.cn/price/brand-122.html,14.19-15.99万元,N/A,启辰VX6,东风日产
启辰大V,https://www.autohome.com.cn/6216/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,9.98-14.28万元,N/A,启辰大V,东风日产
启辰大V DD-i超混动,https://www.autohome.com.cn/7104/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,11.89-16.99万元,N/A,启辰大V DD-i超混动,东风日产
启辰大V氢境,https://www.autohome.com.cn/7528/#pvareaid=6834145,启辰(293),在售,https://car.autohome.com.cn/price/brand-122.html,99.88万元,N/A,启辰大V氢境,东风日产
启辰星,https://www.autohome.com.cn/5519/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,12.66-14.96万元,N/A,启辰星,东风日产
启辰R30,https://www.autohome.com.cn/3475/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
晨风,https://www.autohome.com.cn/2955/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰D50,https://www.autohome.com.cn/2341/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰R50,https://www.autohome.com.cn/2867/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰R50X,https://www.autohome.com.cn/3226/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰e30,https://www.autohome.com.cn/5225/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰T70,https://www.autohome.com.cn/3618/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
启辰T70X,https://www.autohome.com.cn/3904/#pvareaid=6834145,启辰(293),停售,https://car.autohome.com.cn/price/brand-122-0-3-1.html,N/A,N/A,,N/A
焕驰,https://www.autohome.com.cn/4387/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,6.69-7.09万元,6.19-6.59万,焕驰,起亚
起亚K3,https://www.autohome.com.cn/2886/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,11.29-14.39万元,8.29-11.39万,起亚K3,起亚
起亚K5,https://www.autohome.com.cn/2246/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,16.28-20.68万元,11.58-15.98万,起亚K5,起亚
索奈,https://www.autohome.com.cn/7439/#pvareaid=6834145,起亚(853),在售,https://car.autohome.com.cn/price/brand-62.html,9.19-10.09万元,8.89-9.79万,索奈,起亚
奕跑,https://www.autohome.com.cn/4824/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,6.98-8.38万元,6.18-7.58万,奕跑,起亚
起亚EV5,https://www.autohome.com.cn/7352/#pvareaid=6834145,起亚(853),即将销售,https://car.autohome.com.cn/price/brand-62-0-2-1.html,14.98-22.58万元,14.98-22.58万,起亚EV5,起亚
赛图斯,https://www.autohome.com.cn/7201/#pvareaid=6834145,起亚(853),在售,https://car.autohome.com.cn/price/brand-62.html,10.99-15.99万元,7.39-12.39万,赛图斯,起亚
狮铂拓界,https://www.autohome.com.cn/6853/#pvareaid=6834145,起亚(853),在售,https://car.autohome.com.cn/price/brand-62.html,17.98-23.78万元,12.28-18.08万,狮铂拓界,起亚
智跑,https://www.autohome.com.cn/2137/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,13.98-15.78万元,10.58-12.38万,智跑,起亚
嘉华,https://www.autohome.com.cn/284/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,28.99-34.09万元,22.39-27.49万,嘉华,起亚
起亚EV6,https://www.autohome.com.cn/6050/#pvareaid=6834145,起亚(853),在售,https://car.autohome.com.cn/price/brand-62.html,28.28-43.98万元,28.28-43.98万,起亚EV6,起亚(进口)
KX CROSS,https://www.autohome.com.cn/4505/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
起亚K2,https://www.autohome.com.cn/2319/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
千里马,https://www.autohome.com.cn/142/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
锐欧,https://www.autohome.com.cn/454/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
秀尔,https://www.autohome.com.cn/876/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
赛拉图,https://www.autohome.com.cn/413/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
福瑞迪,https://www.autohome.com.cn/813/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
起亚K3S,https://www.autohome.com.cn/3385/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
起亚K3新能源,https://www.autohome.com.cn/5188/#pvareaid=6834145,起亚(853),停售,https://car.autohome.com.cn/price/brand-62-0-3-1.html,N/A,N/A,,N/A
骐达TIIDA,https://www.autohome.com.cn/425/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,8.99-11.59万元,7.49-10.09万,骐达TIIDA,东风日产
轩逸,https://www.autohome.com.cn/448/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,10.86-17.49万元,6.98-14.19万,轩逸,东风日产
天籁,https://www.autohome.com.cn/634/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,17.98-23.98万元,12.98-18.98万,天籁,东风日产
劲客,https://www.autohome.com.cn/4305/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,8.98-10.38万元,7.68-9.08万,劲客,东风日产
逍客,https://www.autohome.com.cn/564/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,12.59-17.49万元,9.68-15.49万,逍客,东风日产
奇骏,https://www.autohome.com.cn/656/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,17.99-26.29万元,12.69-24.69万,奇骏,东风日产
ARIYA艾睿雅,https://www.autohome.com.cn/6714/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,19.99-28.29万元,14.49-22.79万,ARIYA艾睿雅,东风日产
探陆,https://www.autohome.com.cn/7396/#pvareaid=6834145,日产(941),在售,https://car.autohome.com.cn/price/brand-63.html,23.98-30.18万元,21.58-27.78万,探陆,东风日产
纳瓦拉,https://www.autohome.com.cn/4307/#pvareaid=6834145,日产(941),在售,https://car.autohome.com.cn/price/brand-63.html,14.28-23.28万元,13.68-22.68万,纳瓦拉,郑州日产
途乐,https://www.autohome.com.cn/264/#pvareaid=6834145,日产(941),在售,https://car.autohome.com.cn/price/brand-63.html,79.80-83.80万元,72.80-77.50万,途乐,日产(进口)
玛驰,https://www.autohome.com.cn/2086/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
骊威,https://www.autohome.com.cn/522/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
阳光,https://www.autohome.com.cn/64/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
蓝鸟,https://www.autohome.com.cn/3817/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
轩逸·纯电,https://www.autohome.com.cn/4766/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
颐达,https://www.autohome.com.cn/355/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
蓝鸟经典,https://www.autohome.com.cn/63/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
西玛,https://www.autohome.com.cn/3957/#pvareaid=6834145,日产(941),停售,https://car.autohome.com.cn/price/brand-63-0-3-1.html,N/A,N/A,,N/A
科莱威CLEVER,https://www.autohome.com.cn/5282/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,6.7999万元,5.20万起,科莱威CLEVER,上汽集团
荣威Ei5,https://www.autohome.com.cn/4554/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,15.28-16.68万元,15.28-16.68万,荣威Ei5,上汽集团
荣威i5,https://www.autohome.com.cn/4869/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,6.89-9.09万元,5.09-7.29万,荣威i5,上汽集团
荣威i6 MAX新能源,https://www.autohome.com.cn/5801/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,15.28-18.18万元,15.28-18.18万,荣威i6 MAX新能源,上汽集团
荣威D7,https://www.autohome.com.cn/7301/#pvareaid=6834145,荣威(494),在售,https://car.autohome.com.cn/price/brand-19.html,12.58-20.08万元,10.58-18.08万,荣威D7,上汽集团
荣威D5X DMH,https://www.autohome.com.cn/7394/#pvareaid=6834145,荣威(494),在售,https://car.autohome.com.cn/price/brand-19.html,11.98-14.68万元,10.98-13.68万,荣威D5X DMH,上汽集团
荣威RX5,https://www.autohome.com.cn/4080/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,9.99-15.59万元,9.49-15.09万,荣威RX5,上汽集团
荣威RX5 MAX,https://www.autohome.com.cn/5226/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,12.98-16.58万元,10.48-15.88万,荣威RX5 MAX,上汽集团
荣威RX5新能源,https://www.autohome.com.cn/4240/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,14.79-15.99万元,13.59-14.79万,荣威RX5新能源,上汽集团
荣威RX9,https://www.autohome.com.cn/5071/#pvareaid=6834145,荣威(494),在售,https://car.autohome.com.cn/price/brand-19.html,17.58-24.38万元,17.58-24.38万,荣威RX9,上汽集团
荣威iMAX8,https://www.autohome.com.cn/5753/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,18.58-25.58万元,18.58-25.58万,荣威iMAX8,上汽集团
荣威iMAX8新能源,https://www.autohome.com.cn/6641/#pvareaid=6834145,荣威(494),即将销售,https://car.autohome.com.cn/price/brand-19-0-2-1.html,25.98-35.98万元,25.98-35.98万,荣威iMAX8新能源,上汽集团
荣威e50,https://www.autohome.com.cn/2779/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威350,https://www.autohome.com.cn/2062/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威360,https://www.autohome.com.cn/3857/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威550,https://www.autohome.com.cn/537/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威e550,https://www.autohome.com.cn/3978/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威i6,https://www.autohome.com.cn/4246/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
荣威i6 MAX,https://www.autohome.com.cn/5799/#pvareaid=6834145,荣威(494),停售,https://car.autohome.com.cn/price/brand-19-0-3-1.html,N/A,N/A,,N/A
瑞驰新能源EG71,https://www.autohome.com.cn/7669/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,15.99万元,N/A,瑞驰新能源EG71,瑞驰新能源
瑞驰新能源EC35,https://www.autohome.com.cn/4479/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,7.99-8.59万元,N/A,瑞驰新能源EC35,瑞驰新能源
瑞驰新能源EC55,https://www.autohome.com.cn/6675/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,14.38-14.98万元,N/A,瑞驰新能源EC55,瑞驰新能源
瑞驰新能源EC75,https://www.autohome.com.cn/7362/#pvareaid=6834145,瑞驰新能源(153),在售,https://car.autohome.com.cn/price/brand-296.html,16.58-17.78万元,N/A,瑞驰新能源EC75,瑞驰新能源
瑞驰新能源EK07S,https://www.autohome.com.cn/5859/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,12.68万元,N/A,瑞驰新能源EK07S,瑞驰新能源
瑞驰新能源EC31,https://www.autohome.com.cn/5004/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,8.09-15.98万元,N/A,瑞驰新能源EC31,瑞驰新能源
瑞驰新能源EC71,https://www.autohome.com.cn/6324/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,13.59-17.08万元,N/A,瑞驰新能源EC71,瑞驰新能源
瑞驰新能源EC72,https://www.autohome.com.cn/6401/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,11.59万元,N/A,瑞驰新能源EC72,瑞驰新能源
瑞驰新能源ED71,https://www.autohome.com.cn/6676/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,16.59-19.08万元,N/A,瑞驰新能源ED71,瑞驰新能源
瑞驰新能源EK01S,https://www.autohome.com.cn/6274/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,10.68-12.88万元,N/A,瑞驰新能源EK01S,瑞驰新能源
瑞驰新能源ED75,https://www.autohome.com.cn/7157/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,11.99万元,N/A,瑞驰新能源ED75,瑞驰新能源
瑞驰新能源ES50,https://www.autohome.com.cn/7758/#pvareaid=6834145,瑞驰新能源(153),在售,https://car.autohome.com.cn/price/brand-296.html,8.39万元,N/A,瑞驰新能源ES50,瑞驰新能源
瑞驰新能源S513,https://www.autohome.com.cn/5592/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,N/A,N/A,,N/A
瑞驰新能源EK05,https://www.autohome.com.cn/4602/#pvareaid=6834145,瑞驰新能源(153),停售,https://car.autohome.com.cn/price/brand-296-0-3-1.html,5.29万元,N/A,瑞驰新能源EK05,瑞驰新能源
赛力斯SF5,https://www.autohome.com.cn/4752/#pvareaid=6834145,SERES赛力斯(9),停售,https://car.autohome.com.cn/price/brand-325-0-3-1.html,N/A,N/A,,N/A
smart精灵#1,https://www.autohome.com.cn/6369/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,15.49-28.49万元,15.49-28.49万,smart精灵#1,smart
smart精灵#3,https://www.autohome.com.cn/7044/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,16.49-28.99万元,16.49-28.99万,smart精灵#3,smart
smart精灵#5,https://www.autohome.com.cn/7684/#pvareaid=6834145,smart(141),即将销售,https://car.autohome.com.cn/price/brand-45-0-2-1.html,暂无,N/A,smart精灵#5,smart
smart fortwo新能源,https://www.autohome.com.cn/4326/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,暂无,N/A,smart fortwo新能源,smart(进口)
smart fortwo,https://www.autohome.com.cn/620/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,N/A,N/A,,N/A
smart forfour,https://www.autohome.com.cn/1004/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,N/A,N/A,,N/A
smart forjeremy,https://www.autohome.com.cn/2958/#pvareaid=6834145,smart(141),停售,https://car.autohome.com.cn/price/brand-45-0-3-1.html,N/A,N/A,,N/A
领地,https://www.autohome.com.cn/6830/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,19.98-27.98万元,19.48-27.48万,领地,上汽大通
大家5,https://www.autohome.com.cn/6790/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,17.38-23.28万元,16.88-22.78万,大家5,上汽大通
大通G50,https://www.autohome.com.cn/4686/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,8.68-14.98万元,7.78-14.08万,大通G50,上汽大通
大家7,https://www.autohome.com.cn/7211/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,19.49-30.48万元,19.49-30.48万,大家7,上汽大通
大通G70,https://www.autohome.com.cn/7333/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,14.98-20.48万元,14.98-20.48万,大通G70,上汽大通
大家9,https://www.autohome.com.cn/6148/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,25.99-44.99万元,25.39-43.39万,大家9,上汽大通
大通G10,https://www.autohome.com.cn/3064/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,12.08-19.08万元,11.58-18.58万,大通G10,上汽大通
大通G20,https://www.autohome.com.cn/5244/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,16.88-26.28万元,16.38-25.78万,大通G20,上汽大通
大通G90,https://www.autohome.com.cn/6479/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,19.99-38.39万元,18.99-37.39万,大通G90,上汽大通
上汽大通MAXUS 大家MIFA氢,https://www.autohome.com.cn/6810/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,79.38-89.38万元,79.38-89.38万,上汽大通MAXUS 大家MIFA氢,上汽大通
大拿T1,https://www.autohome.com.cn/7406/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,19.98-22.18万元,19.98-22.18万,大拿T1,上汽大通
大拿V1,https://www.autohome.com.cn/7276/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,14.48-20.68万元,12.48-18.68万,大拿V1,上汽大通
大通EV30,https://www.autohome.com.cn/5077/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,14.38-15.38万元,14.38-15.38万,大通EV30,上汽大通
上汽大通MAXUS H90房车,https://www.autohome.com.cn/6447/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,40.98-57.98万元,40.98-57.98万,上汽大通MAXUS H90房车,上汽大通
上汽大通MAXUS V100房车,https://www.autohome.com.cn/6446/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,38.98-72.98万元,38.98-72.98万,上汽大通MAXUS V100房车,上汽大通
上汽大通MAXUS V80房车,https://www.autohome.com.cn/5391/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,19.98-38.58万元,19.98-38.58万,上汽大通MAXUS V80房车,上汽大通
上汽大通MAXUS V90房车,https://www.autohome.com.cn/5930/#pvareaid=6834145,上汽大通MAXUS(2147),停售,https://car.autohome.com.cn/price/brand-155-0-3-1.html,28.88-39.98万元,25.98-38.98万,上汽大通MAXUS V90房车,上汽大通
新途EV70,https://www.autohome.com.cn/7421/#pvareaid=6834145,上汽大通MAXUS(2147),在售,https://car.autohome.com.cn/price/brand-155.html,23.40-26.38万元,22.30-25.28万,新途EV70,上汽大通
